sourceType,platformId,platformLabel,date,region,channel,sourceChannel,merchant,rawMerchant,brand,product,rawProduct,gmv,quantity,orders,orderId,users
full,taobao,淘宝闪购,2026-06-02,CIB东南,永辉,连锁超市,永辉超市,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,7.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,华中-非湖南,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,19.8,2,1,1,1
full,taobao,淘宝闪购,2026-06-02,华中-非湖南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,44.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,CBC-SC,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,17.0,2,2,2,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,19.8,2,1,1,1
full,taobao,淘宝闪购,2026-06-02,华中-湖南,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,10.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,NX,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,18.0,2,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,9.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,9.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CBC-SC,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,8.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CBC-SC,酒小二,酒类专营店,酒小二,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,28.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,华中-非湖南,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,10.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华南,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,38.0,4,4,4,4
full,taobao,淘宝闪购,2026-06-02,CBC-SC,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,17.0,2,2,2,2
full,taobao,淘宝闪购,2026-06-02,CIB华南,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,9.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,YN,酒小二,酒类专营店,酒小二,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,44.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,XJ,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,7.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,XJ,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,7.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,YN,酒小二,酒类专营店,酒小二,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,44.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,YN,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,19.8,2,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB东南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,66.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,11.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,华中-湖南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,44.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华南,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,9.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,YN,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,19.8,2,1,1,1
full,taobao,淘宝闪购,2026-06-02,华中-非湖南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,40.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,华中-湖南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,40.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,华中-非湖南,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,53.4,6,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,54.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,54.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-02,CBC-CQ,酒小二,酒类专营店,酒小二,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,80.0,8,2,2,2
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,19.2,2,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,36.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,9.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,117.0,13,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB东南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,66.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB东南,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,27.0,3,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,44.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,9.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,9.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华南,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,38.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,19.0,2,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,酒小二,酒类专营店,酒小二,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,64.0,8,2,2,2
full,taobao,淘宝闪购,2026-06-02,CIB东南,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,11.3,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB东南,永辉,连锁超市,永辉超市,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,7.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB东南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,54.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,19.2,2,2,2,2
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,8.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,华中-非湖南,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,29.7,3,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,9.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CBC-CQ,永辉,连锁超市,永辉超市,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,91.53,11,6,6,6
full,taobao,淘宝闪购,2026-06-02,CIB东南,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,71.2,8,2,2,2
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,9.6,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,华中-非湖南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,44.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB东南,惠宜选,仓店,惠宜选,,乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml瓶装,56.5,5,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB东南,惠宜选,仓店,惠宜选,,乌苏,红乌苏330ml小罐装,乌苏11°P乌苏啤酒330ml/听,5.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏330ml小罐装,乌苏11°P乌苏啤酒330ml/听,5.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏330ml小罐装,乌苏11°P乌苏啤酒330ml/听,5.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏330ml小罐装,乌苏11°P乌苏啤酒330ml/听,5.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏330ml小罐装,乌苏11°P乌苏啤酒330ml/听,16.5,3,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏330ml小罐装,乌苏11°P乌苏啤酒330ml/听,5.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,32.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,7.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,40.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB东南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,7.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,16.0,2,2,2,1
full,taobao,淘宝闪购,2026-06-02,CIB华南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,80.0,10,3,3,2
full,taobao,淘宝闪购,2026-06-02,CIB华南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,96.0,12,2,2,2
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,94.8,12,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB东南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,15.8,2,2,2,2
full,taobao,淘宝闪购,2026-06-02,CIB东南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,63.2,8,2,2,2
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,8.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,80.0,10,2,2,2
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,8.8,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,42.5,5,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,48.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB东南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,9.7,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB东南,永辉,连锁超市,永辉超市,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,86.4,12,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,32.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,48.0,6,2,2,2
full,taobao,淘宝闪购,2026-06-02,CIB东南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,31.6,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB东南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,7.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,17.0,2,2,2,2
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,32.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,32.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,7.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,8.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,华中-湖南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,8.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB东南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,9.7,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB东南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,48.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB东南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,15.8,2,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB东南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,48.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-02,CBC-SC,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,60.0,8,2,2,2
full,taobao,淘宝闪购,2026-06-02,CBC-SC,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,60.0,10,2,2,2
full,taobao,淘宝闪购,2026-06-02,CIB东南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,22.8,3,2,2,2
full,taobao,淘宝闪购,2026-06-02,CIB东南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,50.0,5,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,17.0,2,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,32.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,17.6,2,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,8.8,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,华中-湖南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,48.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-02,CBC-CQ,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,22.5,3,3,3,3
full,taobao,淘宝闪购,2026-06-02,CIB华南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,48.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,8.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,8.8,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CBC-SC,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,7.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CBC-SC,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,28.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,CBC-SC,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,153.0,17,5,5,5
full,taobao,淘宝闪购,2026-06-02,CIB东南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,38.0,5,2,2,2
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,30.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,YN,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,8.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,35.2,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,22.5,3,2,2,2
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,30.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB东南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,39.5,5,3,3,3
full,taobao,淘宝闪购,2026-06-02,CIB东南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,48.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,8.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,华中-非湖南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,26.0,3,2,2,2
full,taobao,淘宝闪购,2026-06-02,华中-非湖南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,180.0,20,4,4,3
full,taobao,淘宝闪购,2026-06-02,CIB华南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,48.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,26.4,3,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,8.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,48.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-02,华中-湖南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,9.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,32.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,15.8,2,1,1,1
full,taobao,淘宝闪购,2026-06-02,NX,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,8.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,华中-湖南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,8.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,华中-湖南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,32.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,8.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB东南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,7.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,75.0,10,3,3,3
full,taobao,淘宝闪购,2026-06-02,CIB东南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,15.8,2,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,17.0,2,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,26.4,3,2,2,2
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,70.4,8,4,4,4
full,taobao,淘宝闪购,2026-06-02,CIB苏皖,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,28.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,华中-非湖南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,8.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB东南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,48.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,15.8,2,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华北,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,11.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,华中-非湖南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,31.2,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,华中-非湖南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,35.2,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,华中-非湖南,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,44.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB华南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,8.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CIB东南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,7.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-02,CBC-CQ,酒小二,酒类专营店,酒小二,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,57.6,8,2,2,2
full,taobao,淘宝闪购,2026-06-02,华中-湖南,惠宜选,仓店,惠宜选,,乌苏,红乌苏500ml大罐装,红乌苏啤酒11°P罐装500ml,18.0,2,1,1,1
